region,age_group,coverage_rate,report_date,gender
North,13-17 years,91.78,2023-09-16,Male
Centre,6-12 years,70.15,2023-12-13,Female
Centre,6-12 years,87.69,2023-01-25,Female
West,0-5 years,81.55,2023-04-29,Female
South,0-5 years,84.86,2023-06-01,Female
South,6-12 years,87.34,2023-03-19,Female
South,0-5 years,80.85,2023-05-03,Female
West,13-17 years,59.78,2023-08-05,Female
West,6-12 years,91.03,2023-11-08,Male
Centre,18+ years,70.78,2023-02-07,Male
Centre,0-5 years,93.3,2023-06-28,Female
North,6-12 years,84.31,2023-11-29,Female
West,0-5 years,87.93,2023-09-25,Female
North,6-12 years,71.39,2023-01-06,Female
North,0-5 years,50.05,2023-09-10,Female
Centre,0-5 years,55.8,2023-06-16,Female
Centre,18+ years,76.76,2023-06-05,Male
West,0-5 years,88.94,2023-06-10,Female
Centre,6-12 years,71.89,2023-09-18,Female
South,18+ years,63.76,2023-01-06,Female
West,13-17 years,69.32,2023-12-25,Male
Centre,0-5 years,75.05,2023-04-14,Male
North,0-5 years,64.89,2023-08-13,Male
South,18+ years,93.35,2023-09-12,Male
Centre,6-12 years,87.83,2023-06-13,Female
East,18+ years,67.67,2023-12-14,Female
East,13-17 years,61.31,2023-01-18,Female
Centre,0-5 years,85.12,2023-06-09,Male
East,6-12 years,99.79,2023-09-10,Male
Centre,6-12 years,78.77,2023-01-08,Male
South,6-12 years,80.94,2023-09-28,Male
North,0-5 years,96.0,2023-05-20,Female
East,13-17 years,56.76,2023-05-30,Male
East,6-12 years,88.31,2023-08-07,Female
South,18+ years,53.21,2023-11-15,Male
Centre,0-5 years,93.3,2023-10-14,Male
West,18+ years,84.2,2023-07-14,Female
West,18+ years,60.15,2023-01-10,Male
North,6-12 years,79.32,2023-07-18,Male
South,13-17 years,68.87,2023-09-14,Male
North,0-5 years,55.87,2023-09-18,Female
North,6-12 years,88.23,2023-03-10,Male
North,13-17 years,82.22,2023-08-17,Male
Centre,18+ years,95.04,2023-01-06,Male
West,13-17 years,84.26,2023-03-04,Male
North,0-5 years,83.71,2023-01-09,Male
West,18+ years,69.34,2023-12-01,Female
East,18+ years,66.15,2023-11-03,Female
North,13-17 years,86.95,2023-12-29,Male
Centre,0-5 years,99.23,2023-12-27,Female
Centre,0-5 years,72.37,2023-09-28,Male
Centre,18+ years,93.76,2023-07-31,Male
West,0-5 years,74.88,2023-09-29,Male
West,18+ years,61.02,2023-04-16,Male
North,0-5 years,54.11,2023-03-16,Female
Centre,0-5 years,67.47,2023-10-22,Male
East,18+ years,92.95,2023-07-10,Male
West,18+ years,81.25,2023-01-08,Female
South,13-17 years,88.9,2023-06-08,Female
East,13-17 years,60.4,2023-09-06,Male
North,0-5 years,71.57,2023-12-18,Male
Centre,6-12 years,72.65,2023-08-27,Female
East,6-12 years,58.99,2023-08-05,Male
West,0-5 years,60.42,2023-05-31,Female
North,0-5 years,89.07,2023-08-03,Male
East,13-17 years,53.45,2023-08-13,Female
North,18+ years,79.39,2023-03-25,Male
West,18+ years,72.05,2023-09-23,Male
East,13-17 years,65.88,2023-12-25,Male
West,6-12 years,95.47,2023-07-31,Male
West,0-5 years,89.66,2023-12-21,Male
East,6-12 years,80.56,2023-05-12,Male
East,13-17 years,71.37,2023-12-21,Female
North,18+ years,62.06,2023-10-03,Female
South,18+ years,67.25,2023-06-07,Female
North,6-12 years,99.19,2023-08-11,Female
West,6-12 years,64.95,2023-06-14,Female
East,13-17 years,55.29,2023-07-23,Male
West,13-17 years,50.69,2023-07-18,Male
North,0-5 years,62.32,2023-10-04,Female
East,6-12 years,54.12,2023-09-29,Male
East,0-5 years,91.06,2023-07-01,Male
West,18+ years,98.61,2023-08-23,Female
East,13-17 years,74.97,2023-02-11,Male
Centre,13-17 years,94.4,2023-07-18,Female
South,6-12 years,85.42,2023-11-19,Male
North,0-5 years,84.1,2023-05-28,Male
North,6-12 years,88.58,2023-10-10,Female
East,13-17 years,93.47,2023-03-30,Female
East,6-12 years,52.06,2023-11-22,Male
East,13-17 years,88.68,2023-07-20,Female
Centre,0-5 years,95.2,2023-12-08,Male
East,18+ years,76.07,2023-09-22,Female
Centre,13-17 years,96.81,2023-01-30,Male
Centre,0-5 years,67.27,2023-11-03,Male
West,0-5 years,85.29,2023-05-10,Male
North,0-5 years,68.52,2023-04-23,Female
East,13-17 years,85.36,2023-10-26,Female
North,13-17 years,91.72,2023-08-16,Female
West,18+ years,81.71,2023-07-14,Male
West,0-5 years,79.36,2023-12-08,Female
Centre,0-5 years,54.77,2023-11-07,Female
South,13-17 years,68.83,2023-12-25,Male
West,13-17 years,92.32,2023-12-03,Female
North,13-17 years,60.36,2023-04-01,Male
North,13-17 years,70.21,2023-10-20,Male
East,18+ years,90.06,2023-10-16,Female
North,18+ years,83.77,2023-02-27,Male
East,6-12 years,95.71,2023-10-03,Male
North,0-5 years,90.55,2023-05-06,Male
South,6-12 years,56.49,2023-07-17,Male
West,13-17 years,63.33,2023-09-27,Male
West,0-5 years,52.24,2023-10-26,Female
West,18+ years,61.88,2023-04-08,Male
South,13-17 years,90.3,2023-07-04,Female
East,6-12 years,70.67,2023-04-15,Male
West,0-5 years,76.78,2023-04-23,Male
West,6-12 years,70.57,2023-06-11,Female
East,18+ years,55.7,2023-04-02,Female
West,13-17 years,74.05,2023-12-25,Male
Centre,18+ years,99.04,2023-03-17,Male
Centre,18+ years,71.58,2023-06-15,Male
South,0-5 years,95.26,2023-02-09,Female
Centre,13-17 years,66.5,2023-09-02,Female
North,6-12 years,85.55,2023-06-14,Male
East,18+ years,74.19,2023-05-06,Male
West,13-17 years,51.29,2023-01-14,Male
West,13-17 years,75.79,2023-05-24,Male
South,18+ years,83.47,2023-11-22,Male
East,6-12 years,59.07,2023-03-21,Male
West,13-17 years,96.95,2023-09-16,Male
East,0-5 years,56.84,2023-04-22,Female
East,6-12 years,63.2,2023-03-29,Male
West,6-12 years,72.71,2023-08-03,Female
South,0-5 years,97.36,2023-07-06,Female
East,6-12 years,52.57,2023-06-16,Male
Centre,0-5 years,86.29,2023-04-20,Male
East,6-12 years,88.22,2023-11-17,Male
South,6-12 years,87.26,2023-11-08,Female
West,13-17 years,76.02,2023-01-29,Male
North,13-17 years,55.74,2023-03-21,Male
North,0-5 years,96.01,2023-01-20,Female
East,0-5 years,84.79,2023-01-22,Female
East,13-17 years,90.38,2023-09-24,Male
South,6-12 years,75.34,2023-05-02,Female
North,6-12 years,78.98,2023-02-08,Male
East,6-12 years,63.58,2023-07-06,Male
West,6-12 years,61.26,2023-06-10,Female
Centre,6-12 years,71.41,2023-12-12,Female
Centre,0-5 years,93.16,2023-02-08,Female
West,0-5 years,76.87,2023-12-13,Male
East,6-12 years,75.37,2023-01-24,Female
South,6-12 years,68.33,2023-09-18,Female
North,13-17 years,83.13,2023-06-29,Female
East,18+ years,52.85,2023-12-30,Female
East,13-17 years,81.52,2023-07-08,Male
Centre,0-5 years,65.13,2023-04-29,Female
South,13-17 years,57.78,2023-08-17,Female
North,6-12 years,78.35,2023-10-01,Male
West,18+ years,87.63,2023-09-10,Male
East,6-12 years,71.79,2023-06-14,Male
West,18+ years,76.34,2023-11-17,Female
North,6-12 years,72.75,2023-01-22,Female
North,18+ years,62.53,2023-07-12,Male
Centre,6-12 years,93.24,2023-08-18,Female
East,6-12 years,78.21,2023-03-06,Male
East,0-5 years,78.26,2023-08-30,Female
North,6-12 years,53.75,2023-06-28,Male
South,13-17 years,54.44,2023-07-26,Male
Centre,6-12 years,75.33,2023-03-06,Male
South,0-5 years,67.69,2023-03-17,Female
Centre,13-17 years,79.59,2023-12-17,Male
West,0-5 years,91.78,2023-06-17,Male
Centre,0-5 years,98.96,2023-09-13,Male
North,6-12 years,64.29,2023-12-27,Male
West,6-12 years,62.9,2023-04-05,Male
West,18+ years,70.74,2023-06-06,Female
East,6-12 years,80.01,2023-07-20,Female
North,6-12 years,65.69,2023-08-07,Male
South,6-12 years,73.72,2023-04-19,Male
North,18+ years,92.85,2023-04-02,Male
South,6-12 years,59.93,2023-10-18,Female
South,13-17 years,52.65,2023-12-28,Female
South,0-5 years,88.17,2023-08-29,Male
East,13-17 years,95.17,2023-03-18,Male
West,6-12 years,72.3,2023-02-11,Female
West,13-17 years,67.92,2023-11-11,Male
East,0-5 years,91.6,2023-07-14,Female
North,18+ years,51.06,2023-10-15,Female
East,13-17 years,83.42,2023-06-10,Male
North,18+ years,72.91,2023-12-28,Male
South,0-5 years,82.54,2023-08-07,Male
East,18+ years,72.84,2023-12-01,Female
East,13-17 years,62.17,2023-05-12,Male
East,0-5 years,93.91,2023-12-01,Female
North,6-12 years,80.6,2023-08-04,Male
North,6-12 years,99.11,2023-11-27,Female
South,13-17 years,84.83,2023-05-04,Female
North,0-5 years,71.68,2023-03-18,Male
Centre,0-5 years,99.91,2023-11-24,Male
South,13-17 years,54.87,2023-05-12,Male
South,18+ years,76.39,2023-04-14,Male
Centre,18+ years,51.14,2023-03-30,Female
North,0-5 years,68.23,2023-10-06,Female
North,0-5 years,68.08,2023-05-30,Female
West,18+ years,78.85,2023-10-16,Male
Centre,18+ years,86.16,2023-12-20,Female
Centre,13-17 years,54.46,2023-04-27,Male
East,6-12 years,58.27,2023-08-11,Female
East,0-5 years,84.53,2023-07-16,Female
East,0-5 years,62.78,2023-01-05,Male
North,6-12 years,60.59,2023-03-30,Female
East,6-12 years,51.9,2023-06-08,Female
North,18+ years,52.11,2023-04-05,Female
Centre,0-5 years,91.45,2023-06-23,Male
East,13-17 years,74.2,2023-04-15,Male
West,13-17 years,64.53,2023-05-01,Male
South,18+ years,86.76,2023-08-03,Female
North,0-5 years,75.07,2023-09-04,Male
South,18+ years,57.93,2023-12-02,Male
South,13-17 years,67.97,2023-08-19,Male
North,6-12 years,68.12,2023-06-01,Male
North,6-12 years,58.99,2023-10-18,Female
East,13-17 years,87.71,2023-06-18,Female
West,6-12 years,86.17,2023-01-16,Female
South,6-12 years,56.83,2023-10-12,Male
East,0-5 years,70.54,2023-06-29,Male
East,6-12 years,75.68,2023-01-10,Male
East,6-12 years,82.21,2023-02-17,Male
Centre,0-5 years,69.5,2023-07-28,Male
South,0-5 years,60.73,2023-10-30,Male
East,6-12 years,78.67,2023-02-16,Female
East,18+ years,71.88,2023-12-21,Female
Centre,13-17 years,90.18,2023-07-13,Female
East,0-5 years,61.05,2023-07-23,Female
West,0-5 years,58.09,2023-04-06,Female
Centre,18+ years,65.34,2023-07-21,Male
Centre,18+ years,88.17,2023-03-17,Male
East,13-17 years,66.42,2023-01-19,Male
Centre,13-17 years,59.21,2023-01-19,Female
West,6-12 years,92.85,2023-05-07,Male
Centre,18+ years,72.69,2023-01-08,Female
Centre,18+ years,68.27,2023-07-21,Male
North,0-5 years,95.21,2023-03-16,Female
North,18+ years,91.44,2023-08-13,Male
North,18+ years,75.1,2023-01-21,Male
West,18+ years,87.76,2023-04-25,Female
East,6-12 years,79.64,2023-01-09,Male
North,18+ years,56.84,2023-03-03,Male
West,18+ years,64.83,2023-10-09,Male
South,13-17 years,55.63,2023-03-01,Female
East,6-12 years,51.48,2023-06-12,Female
North,13-17 years,74.72,2023-08-29,Male
East,18+ years,90.53,2023-09-17,Male
Centre,0-5 years,60.5,2023-11-07,Male
South,13-17 years,95.01,2023-10-08,Male
Centre,13-17 years,66.21,2023-02-23,Female
West,18+ years,95.57,2023-01-08,Male
Centre,13-17 years,83.39,2023-11-01,Male
South,0-5 years,97.94,2023-03-19,Male
Centre,18+ years,74.23,2023-05-24,Male
West,6-12 years,63.09,2023-09-08,Female
South,0-5 years,59.66,2023-12-19,Female
West,0-5 years,72.59,2023-06-10,Male
Centre,18+ years,72.95,2023-05-01,Female
North,13-17 years,52.68,2023-10-14,Female
East,0-5 years,81.52,2023-08-30,Male
East,13-17 years,68.38,2023-01-04,Female
West,18+ years,86.37,2023-07-28,Female
East,6-12 years,67.06,2023-11-12,Male
North,6-12 years,79.62,2023-02-23,Male
West,6-12 years,66.99,2023-05-24,Male
Centre,6-12 years,57.17,2023-03-24,Male
Centre,0-5 years,97.14,2023-07-03,Female
East,18+ years,67.91,2023-12-18,Male
North,18+ years,94.45,2023-12-30,Male
East,18+ years,53.15,2023-01-02,Female
East,18+ years,86.18,2023-11-15,Female
West,0-5 years,60.48,2023-01-12,Female
North,18+ years,83.65,2023-05-17,Female
East,0-5 years,83.69,2023-03-27,Male
North,13-17 years,78.36,2023-02-19,Female
East,13-17 years,71.84,2023-10-27,Female
East,0-5 years,63.49,2023-06-07,Male
North,13-17 years,70.54,2023-02-02,Female
South,6-12 years,93.44,2023-04-09,Male
East,18+ years,70.57,2023-07-25,Female
West,0-5 years,65.91,2023-05-05,Female
East,13-17 years,70.59,2023-08-01,Male
West,13-17 years,58.45,2023-03-13,Female
South,0-5 years,70.66,2023-09-08,Female
North,18+ years,97.96,2023-01-08,Male
West,18+ years,93.39,2023-03-10,Female
North,6-12 years,91.69,2023-12-01,Female
West,13-17 years,63.01,2023-10-24,Female
Centre,0-5 years,69.98,2023-05-03,Female
South,18+ years,79.35,2023-12-07,Male
Centre,13-17 years,88.52,2023-04-06,Female
East,6-12 years,99.82,2023-04-15,Female
Centre,13-17 years,88.39,2023-03-04,Male
North,0-5 years,82.69,2023-05-16,Female
East,13-17 years,87.48,2023-10-17,Male
Centre,6-12 years,94.74,2023-09-04,Male
South,6-12 years,74.68,2023-05-31,Female
East,0-5 years,77.19,2023-03-20,Male
East,13-17 years,99.86,2023-03-16,Female
East,0-5 years,63.18,2023-03-01,Male
Centre,0-5 years,97.71,2023-12-04,Male
West,18+ years,82.29,2023-08-09,Female
East,13-17 years,62.8,2023-10-09,Male
East,13-17 years,52.14,2023-09-11,Male
South,6-12 years,68.74,2023-03-16,Male
West,13-17 years,98.25,2023-01-31,Female
North,6-12 years,86.33,2023-04-10,Female
North,6-12 years,99.22,2023-12-17,Male
Centre,13-17 years,61.82,2023-07-09,Female
East,18+ years,81.82,2023-06-25,Female
North,18+ years,70.25,2023-09-22,Male
Centre,13-17 years,70.57,2023-02-22,Female
West,0-5 years,59.87,2023-04-08,Male
North,13-17 years,66.47,2023-02-23,Male
East,0-5 years,51.53,2023-09-10,Male
Centre,0-5 years,90.1,2023-02-18,Female
East,13-17 years,82.53,2023-03-13,Female
West,0-5 years,78.76,2023-08-19,Male
East,13-17 years,93.9,2023-02-28,Male
Centre,13-17 years,66.57,2023-04-20,Female
East,6-12 years,63.54,2023-06-07,Female
West,0-5 years,67.57,2023-05-28,Female
South,6-12 years,85.74,2023-04-20,Female
North,6-12 years,59.05,2023-12-28,Male
Centre,0-5 years,82.45,2023-06-02,Male
Centre,13-17 years,77.34,2023-09-16,Female
West,6-12 years,71.53,2023-01-21,Male
Centre,6-12 years,70.81,2023-05-22,Female
East,0-5 years,88.85,2023-12-05,Female
West,18+ years,59.47,2023-11-13,Male
South,18+ years,54.54,2023-10-31,Female
Centre,0-5 years,65.82,2023-01-02,Female
West,6-12 years,84.3,2023-06-17,Female
South,6-12 years,68.78,2023-05-15,Female
Centre,0-5 years,82.4,2023-07-26,Female
East,6-12 years,88.54,2023-10-23,Female
Centre,13-17 years,83.92,2023-09-09,Female
West,18+ years,66.32,2023-07-06,Male
West,6-12 years,82.48,2023-04-15,Female
East,6-12 years,78.39,2023-07-13,Female
West,13-17 years,86.84,2023-01-17,Female
South,6-12 years,71.63,2023-10-17,Male
North,6-12 years,55.59,2023-06-05,Male
North,13-17 years,85.33,2023-10-19,Female
North,13-17 years,57.31,2023-02-14,Male
Centre,13-17 years,56.92,2023-08-30,Female
North,6-12 years,79.03,2023-10-25,Male
West,13-17 years,74.81,2023-11-26,Male
North,0-5 years,65.76,2023-03-05,Male
West,18+ years,88.09,2023-10-06,Female
North,13-17 years,89.94,2023-08-16,Female
West,0-5 years,59.04,2023-12-15,Female
West,6-12 years,93.36,2023-09-22,Female
Centre,0-5 years,83.41,2023-11-03,Male
East,18+ years,66.73,2023-09-22,Male
West,13-17 years,50.22,2023-05-05,Female
East,18+ years,68.37,2023-06-14,Male
West,13-17 years,62.36,2023-03-09,Female
East,18+ years,74.3,2023-01-30,Male
North,18+ years,76.41,2023-02-19,Male
West,0-5 years,52.65,2023-04-06,Female
West,0-5 years,96.5,2023-08-16,Female
East,6-12 years,79.91,2023-10-12,Female
Centre,0-5 years,92.23,2023-05-28,Male
West,0-5 years,53.08,2023-04-01,Female
East,0-5 years,52.33,2023-07-18,Male
North,18+ years,58.84,2023-07-12,Male
North,13-17 years,75.01,2023-08-29,Female
West,0-5 years,80.46,2023-05-02,Male
West,13-17 years,85.99,2023-09-16,Male
North,18+ years,69.09,2023-03-16,Male
West,18+ years,58.24,2023-04-02,Male
West,0-5 years,96.27,2023-10-07,Female
West,18+ years,88.65,2023-11-04,Female
South,6-12 years,50.46,2023-04-13,Male
West,6-12 years,63.5,2023-12-18,Female
East,18+ years,61.65,2023-07-25,Female
East,6-12 years,95.15,2023-12-30,Female
West,6-12 years,91.08,2023-06-06,Female
Centre,13-17 years,57.26,2023-10-10,Female
Centre,0-5 years,87.04,2023-06-06,Male
Centre,18+ years,92.08,2023-10-30,Female
North,0-5 years,67.43,2023-12-31,Female
West,13-17 years,93.04,2023-07-25,Female
Centre,0-5 years,81.62,2023-11-28,Female
North,6-12 years,77.35,2023-02-05,Female
South,18+ years,92.09,2023-01-13,Male
East,0-5 years,67.6,2023-05-20,Male
East,0-5 years,80.89,2023-11-22,Female
Centre,0-5 years,98.89,2023-09-01,Male
North,18+ years,63.4,2023-02-13,Male
Centre,18+ years,61.12,2023-01-17,Male
West,0-5 years,54.93,2023-06-19,Female
North,6-12 years,72.02,2023-07-15,Female
North,6-12 years,75.71,2023-04-05,Female
Centre,13-17 years,60.01,2023-04-28,Male
South,13-17 years,66.35,2023-07-01,Female
West,13-17 years,96.55,2023-08-29,Male
Centre,6-12 years,62.92,2023-05-30,Female
Centre,18+ years,52.16,2023-05-07,Female
North,18+ years,95.15,2023-04-14,Female
East,18+ years,73.21,2023-05-17,Female
South,6-12 years,94.55,2023-07-20,Male
Centre,18+ years,74.33,2023-07-31,Female
West,6-12 years,80.12,2023-07-05,Male
West,18+ years,61.32,2023-05-16,Male
East,13-17 years,62.46,2023-05-19,Female
Centre,13-17 years,79.97,2023-12-14,Male
South,0-5 years,59.87,2023-08-17,Male
East,0-5 years,99.82,2023-03-13,Female
West,13-17 years,73.25,2023-01-22,Female
North,13-17 years,59.31,2023-11-20,Male
North,6-12 years,93.08,2023-05-28,Male
East,6-12 years,55.49,2023-06-22,Female
Centre,18+ years,58.99,2023-01-10,Male
South,13-17 years,57.16,2023-12-03,Male
West,0-5 years,90.69,2023-12-21,Male
North,6-12 years,93.91,2023-03-08,Female
East,6-12 years,54.36,2023-01-17,Female
East,18+ years,87.51,2023-10-19,Female
Centre,6-12 years,98.96,2023-08-14,Male
East,13-17 years,75.97,2023-03-14,Female
Centre,6-12 years,89.6,2023-12-04,Male
South,13-17 years,99.66,2023-04-04,Female
Centre,18+ years,69.79,2023-03-31,Female
South,0-5 years,67.36,2023-08-01,Female
Centre,0-5 years,51.76,2023-11-11,Male
South,0-5 years,76.61,2023-10-19,Male
South,6-12 years,68.27,2023-07-21,Female
North,13-17 years,90.02,2023-09-27,Male
South,0-5 years,69.38,2023-05-27,Female
Centre,18+ years,64.44,2023-11-04,Female
North,13-17 years,65.28,2023-08-18,Male
North,0-5 years,95.41,2023-03-27,Female
North,18+ years,93.76,2023-06-07,Male
South,0-5 years,79.21,2023-05-30,Female
North,6-12 years,99.95,2023-05-06,Female
North,6-12 years,55.84,2023-12-16,Female
North,0-5 years,50.34,2023-10-15,Female
North,13-17 years,79.55,2023-10-23,Female
South,6-12 years,52.32,2023-09-20,Female
Centre,18+ years,89.56,2023-04-25,Male
Centre,6-12 years,52.2,2023-03-08,Male
South,0-5 years,64.32,2023-08-21,Male
North,0-5 years,55.11,2023-03-26,Male
South,18+ years,64.48,2023-07-16,Male
Centre,13-17 years,59.91,2023-05-13,Male
North,13-17 years,90.37,2023-06-16,Female
West,18+ years,96.66,2023-04-16,Female
West,13-17 years,89.93,2023-11-15,Female
Centre,0-5 years,86.19,2023-11-07,Male
East,13-17 years,73.91,2023-05-09,Female
West,6-12 years,53.59,2023-07-17,Male
South,13-17 years,70.67,2023-06-22,Female
Centre,0-5 years,80.55,2023-02-10,Male
North,6-12 years,94.0,2023-02-26,Male
East,13-17 years,92.89,2023-05-06,Male
South,0-5 years,80.63,2023-01-15,Female
North,0-5 years,55.46,2023-01-07,Female
Centre,18+ years,76.03,2023-04-20,Male
East,6-12 years,89.11,2023-12-10,Female
South,18+ years,56.08,2023-03-03,Male
West,0-5 years,76.92,2023-10-29,Male
West,0-5 years,61.81,2023-03-30,Male
North,13-17 years,81.78,2023-06-10,Female
North,0-5 years,62.55,2023-03-01,Male
South,13-17 years,84.41,2023-09-20,Female
South,13-17 years,53.64,2023-06-17,Male
East,18+ years,90.79,2023-08-18,Female
South,13-17 years,57.67,2023-03-27,Male
West,18+ years,59.24,2023-12-10,Female
North,6-12 years,64.21,2023-07-30,Female
West,6-12 years,82.05,2023-11-10,Female
South,0-5 years,88.89,2023-11-08,Male
South,6-12 years,55.7,2023-03-12,Female
West,0-5 years,56.78,2023-08-26,Male
Centre,6-12 years,60.35,2023-05-10,Female
North,18+ years,78.96,2023-05-30,Male
East,18+ years,50.15,2023-08-21,Female
East,18+ years,51.88,2023-06-10,Male
South,18+ years,63.78,2023-01-23,Male
East,0-5 years,65.01,2023-10-13,Female
Centre,6-12 years,66.88,2023-03-23,Female
West,6-12 years,67.81,2023-10-31,Male
West,0-5 years,84.44,2023-04-23,Male
Centre,0-5 years,71.97,2023-12-12,Male
West,18+ years,82.92,2023-06-22,Female
South,13-17 years,97.83,2023-01-06,Male
North,0-5 years,58.71,2023-02-28,Male
North,0-5 years,94.59,2023-12-21,Female
North,0-5 years,89.93,2023-01-02,Female
South,13-17 years,96.89,2023-09-13,Female
East,18+ years,92.08,2023-09-18,Female
East,6-12 years,77.74,2023-10-01,Female
East,13-17 years,93.12,2023-10-16,Male
East,13-17 years,86.66,2023-05-11,Male
North,13-17 years,72.11,2023-06-29,Female
East,6-12 years,54.72,2023-01-14,Female
West,13-17 years,60.49,2023-06-12,Female
East,18+ years,99.38,2023-11-30,Female
East,0-5 years,92.97,2023-10-29,Male
Centre,13-17 years,75.79,2023-04-17,Female
Centre,0-5 years,94.84,2023-10-27,Female
North,6-12 years,87.05,2023-06-23,Male
South,13-17 years,64.28,2023-05-25,Male
